Date,Macro_Health,Social_Hype,Price_Index,Competitor_Release,Ducati_Demand(*1000 units)
11-02-2024,71.95404287,-1.23,24167.14998,0,3.39
18-02-2024,94.60573377,4.16,24510.89883,0,11.91
25-02-2024,84.03105712,2.11,24160.37692,0,24.22
03-03-2024,114.9986191,1.83,25070.15502,1,27.21
10-03-2024,105.8084181,2.01,24466.26947,0,0
17-03-2024,102.1566006,-2.69,24088.27623,0,5.9
24-03-2024,83.75640972,-8.78,24590.50948,0,0
31-03-2024,101.7355401,-12.49,24036.75211,0,0
07-04-2024,94.49434823,-3.62,24523.62685,0,21.43
14-04-2024,111.244802,2.12,24536.36775,0,26.95
21-04-2024,72.01320208,-0.65,25040.44873,0,26.35
28-04-2024,69.28615945,6.79,24504.85593,0,37.02
05-05-2024,90.9230221,1.98,24565.18578,0,38.57
12-05-2024,73.37761573,-3.17,24547.64554,0,31.68
19-05-2024,102.2907969,7.76,24504.31488,0,30.96
26-05-2024,74.42612658,8.14,24517.56174,0,41.02
02-06-2024,84.64156842,2.88,24422.56117,0,45.14
09-06-2024,74.915892,12.08,24362.82367,1,21.26
16-06-2024,90.03302045,5.59,24401.57948,0,6.47
23-06-2024,99.69980164,-1.46,24852.07903,0,7.28
30-06-2024,84.45664794,-0.33,24503.98694,0,9.52
07-07-2024,94.90188435,-8.31,22773.03279,0,42.49
14-07-2024,110.5227978,3.31,22210.66284,0,73.25
21-07-2024,93.54620601,11.53,23054.63756,0,74.72
28-07-2024,70.80479804,8.14,22563.1887,0,67.51
04-08-2024,103.4906924,13.06,22849.93965,0,70.4
11-08-2024,89.17604396,12.91,22767.18286,0,88.62
18-08-2024,74.61182638,7.13,22522.7861,0,87.08
25-08-2024,101.6057672,6.22,22692.81029,0,79.84
01-09-2024,111.130346,-0.23,24866.4373,0,25.17
08-09-2024,77.83262896,1.23,24456.51706,0,19.51
15-09-2024,117.9280488,8.37,24305.46203,0,34.42
22-09-2024,100.6041373,9.66,24800.04015,0,39.02
29-09-2024,105.6669207,5.35,23872.87894,0,38.55
06-10-2024,103.1256669,-3.72,24954.78064,0,23.73
13-10-2024,113.9324469,-4.95,23839.65669,0,22.27
20-10-2024,65.80800601,-3.44,24439.85407,0,0
27-10-2024,92.20950698,-0.91,24689.08229,0,19.38
03-11-2024,87.08911583,-2.05,24193.35677,0,11.5
10-11-2024,104.6341964,-0.66,24544.73885,0,0.3
17-11-2024,95.32914564,-6.61,24679.34925,1,25.33
24-11-2024,101.425351,-3.76,24634.22368,1,0
01-12-2024,106.2837458,-2.26,24600.67243,0,0
08-12-2024,117.968351,1.41,24351.06308,0,0
15-12-2024,120.3365719,6.47,24096.61178,0,0
22-12-2024,96.34074191,2.89,24790.32688,0,0
29-12-2024,101.3295301,-9.56,24371.72227,0,14.36
05-01-2025,102.9820628,60.14,25377.00243,0,3.99
12-01-2025,99.08465864,31.89,24954.93973,0,128.74
19-01-2025,105.2447115,20.71,25151.14955,0,60.98
26-01-2025,94.5910833,16.07,25308.45057,0,46.32
02-02-2025,120.0840509,15.81,25175.66073,0,30.1
09-02-2025,103.146761,5.72,24653.47496,0,39.23
16-02-2025,113.2596538,5.93,25224.67856,0,19.38
23-02-2025,131.3762963,-2.11,25424.9559,0,28.92
02-03-2025,107.0108247,-7.1,24986.03756,0,3.82
09-03-2025,113.5802297,-1.3,25014.20408,0,0
16-03-2025,127.047222,-5.02,24646.85458,1,25.89
23-03-2025,141.5703363,-6.3,24714.62087,0,0
30-03-2025,108.5631353,-10.24,25133.62964,0,0
06-04-2025,105.6497809,-10.77,25329.38331,0,0
13-04-2025,117.2747497,-12.62,24911.17326,0,0
20-04-2025,103.6429331,-2.23,25073.16551,0,1.58
27-04-2025,119.3976747,0.78,24963.04247,0,18.09
04-05-2025,109.908113,2.79,24527.39385,0,35.25
11-05-2025,126.0770284,-4.82,24944.98881,0,29.4
18-05-2025,90.94352797,-3.99,25385.36886,0,28.59
25-05-2025,113.8901256,1.3,24731.45245,1,19.49
01-06-2025,114.9203341,3.68,25584.90432,0,0
08-06-2025,128.2272322,2.12,24580.25829,0,0
15-06-2025,128.3886251,3.35,24909.5414,0,0
22-06-2025,124.9816186,3.14,24699.7333,0,9.94
29-06-2025,117.3496787,12.45,24915.24557,0,26.98
06-07-2025,133.8079541,11.68,23419.08957,0,80.33
13-07-2025,121.7693252,6.73,23385.79829,0,74.13
20-07-2025,137.4132828,11.1,23188.95464,0,70.75
27-07-2025,134.3618947,0.88,23715.65641,0,70.13
03-08-2025,142.0604362,0.65,23545.08257,0,51.47
10-08-2025,126.4402484,3.81,23758.36906,0,57.16
17-08-2025,135.0390006,5.59,23507.74964,0,54.25
24-08-2025,154.0223227,2.68,23246.85922,0,52.86
31-08-2025,106.021239,4.63,23176.71341,0,38.15
07-09-2025,97.94534938,2.35,24816.19223,0,29.68
14-09-2025,107.3217986,121.05,25404.62349,0,15.75
21-09-2025,102.3792484,75.28,24834.31712,0,195.81
28-09-2025,138.0984914,45.2,24919.8316,0,122.75
05-10-2025,134.0105814,31.02,25086.55331,0,79.76
12-10-2025,136.9127176,25.94,24914.21589,1,77.11
19-10-2025,146.6534294,15.05,25205.80259,0,25.52
26-10-2025,130.2830012,3.31,24727.72601,0,1.21
02-11-2025,116.0541241,-12.66,25000.83485,0,0
09-11-2025,126.1280845,-1.22,25187.26087,0,0
16-11-2025,149.1385183,-4.53,25213.12158,0,0
23-11-2025,127.229888,3.86,24734.68711,0,0
30-11-2025,136.9862209,-5.54,24388.02053,0,18.39
07-12-2025,121.5870845,-9.06,25012.48542,0,4.46
14-12-2025,113.6080654,-3.93,25131.63101,0,0
21-12-2025,129.204804,6.67,24514.40086,0,6.26
28-12-2025,124.264282,3.37,25053.22859,1,13.08
